file	parsed
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	After the Act of 1910, the greater charge for the through rate became unlawful, unjust and unreasonable.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	Even if, to protect the carriers against the criminal provisions of the Act, and as a practical reason, the Commission may be justified in granting relief, there is no reason for the Commission to hold, (and it did not,) that the suspension of the amendment of 1910 deprives a shipper of civil rights.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	The carrier as a "practical matter" Page 6 might be protected against criminal prosecution by an application, but no application could make reasonable, just and lawful that which the courts, the Commission and the Congress had said was unjust, unreasonable and unlawful.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	To give the Commission power, unlimited as to time and as to the principles to be applied, to suspend a statute would be a delegation of legislative power and unconstitutional.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	Courts will, if possible, so construe a statute as to make it constitutional.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	Mr. Nelson W. Proctor , with whom Mr. William A. Northcutt was on the brief, for defendants in error, Louisville Nashville R.R.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	and Nashville, Chattanooga St. Louis Ry.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	Mr. John F. Finerty , for Davis, Director General.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	MR. JUSTICE BRANDEIS delivered the opinion of the Court.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	Section 4 of the Act to Regulate Commerce as amended June 18, 1910, c. 309, 36 Stat. 539 , 547, provides, among other things: "That it shall be unlawful for any common carrier subject to the provisions of this Act .
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	to charge any greater compensation as a through rate than the aggregate of the intermediate rates subject to the provisions of this Act.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	The rates under which these shipments were made were first established in 1892, and were proportionately increased under the terms of general order No. 28 of the Director General of Railroads on June 25, 1918.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	The case was heard upon demurrer to the declaration, to which were annexed as exhibits the several complaints before the Commission and the order of the Commission with incorporated reports.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	The demurrers were sustained by the District Court; judgment was entered for the defendants; and this judgment was affirmed by the Circuit Court of Appeals, 2 F.2d 592 .
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	The complaint before the Commission as amended charged that the through rates were "unreasonable, excessive and unjustly discriminatory contrary to the First, Third and Fourth Sections," and also charged specifically that they violated the aggregate-of-intermediates clause above quoted.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	As to the remaining grounds of relief asserted in the complaint, the report states: ".
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	we find that, while the rates assailed appear not unduly high, they were unreasonable in and to the extent that they respectively exceeded the aggregate of the intermediate rates subject to the act; that complainants made shipments and paid and bore the charges thereon upon the basis of the through rates and were damaged thereby; and that they are entitled to reparation on the basis of the difference between the respective through rates and the sums of the lowest intermediate rates subject to the act applicable on all shipments which moved since the dates above stated for the several complainants.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	The District Court apparently assumed that the report awarded, and the declaration sought, such relief on both grounds.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	The shippers insist that, since the declaration set forth an order of reparation for violation of the aggregate-of-intermediates clause duly made upon complaint and hearing, the demurrer should have been overruled.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	The argument is, in our opinion, unsound.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	Since that amendment, as before, the section empowers the Commission, upon special application, to "prescribe the extent to which such designated common carrier may be relieved from the operation of this section.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	" The question whether, after the amendment, the power so conferred was still limited to the long-and-short-haul clause or extended also to the aggregate-of-intermediates clause, received careful consideration immediately after the passage of the 1910 Act.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	The Commission concluded that its power to grant the relief applied to both of these clauses.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	In its annual report for 1911 the reasons for this conclusion were set forth.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	Pp. 19-20.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	The construction then adopted has been acted upon consistently ever since.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	[fn1] So far as appears, no court, federal or state, has taken a different view.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	And Congress has acquiesced.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	[fn2] From this they argue that the construction given to the amended Act by the defendant carriers would result in abridging, instead of enlarging, the rights of shippers in this respect, and therefore should not be adopted.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	We think such a conclusion erroneous.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	The construction given the section by the carriers does not result in abridging the rights of shippers.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	As a result of the amendment such through rates, unless protected by proper application, are not merely prima facie unreasonable, but unlawful by express statutory provision.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	[fn3] Page 11 No good reason is shown for denying to the words used their clear and natural meaning.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	Compare Skinner Eddy Corp .
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	v. United States , 249 U.S. 557 , 564-568 .
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	Apart from statutory enactment it is prima facie unreasonable to charge more for a shorter than for a longer haul.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	To charge more for a through haul than the aggregate of the intermediate rates is likewise prima facie unreasonable.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	In each case conditions may exist which, if shown, would establish the reasonableness of the rate in question.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	Under the Act to Regulate Commerce as originally enacted the carriers were, in each class of cases, at liberty to introduce the rate without first securing the consent of the Commission.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	If its invalidity were later asserted, they could escape liability by establishing then its justification.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	By amendatory legislation, Congress provided, in each class of cases, that the rate should not be charged unless, prior to its introduction, the Commission had, upon special application, granted authority therefor.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	Intermountain Rate Cases , 234 U.S. 476 .
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	The shippers' contention that relief from the operation of the aggregate-of-intermediates clause was not invoked by an adequate and timely application is also unsound.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	The District Court construed the report of the Commission as finding that the then existing rates here in question were so protected.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	We, also, construe the report as finding, in effect, that application for relief was made and was both adequate and timely.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	It is true that the due filing of such an application for relief from the aggregate-of-intermediates clause or even an order granting relief thereon, would not render legal a Page 12 rate which violated some other section of the Act.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	See United States v. Merchants, etc.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	Assn.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	, 242 U.S. 178 , 188 .
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	Neither is relevant.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	Affirmed .
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	[fn1] Page 9 Humphreys Godwin v. Yazoo M.V.R.R.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	Co. , 31 I.C.C.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	25, 29; Through Rates from Buffalo-Pittsburg Territory , 36 I.C.C.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	325; Through Rates to Points in Louisiana and Texas , 38 I.C.C.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	153; Du Pont de Nemours Co .
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	v. Director General , 62 I.C.C.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	109; Fares between New York and Points West of Newark , 74 I.C.C.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	516; Fidelity Lumber Co .
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	v. Louisiana P. Ry.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	Co. , 83 I.C.C.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	499, 500.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	[fn2] Page 10 Hope Cotton Oil Co .
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	v. Texas P. Ry.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	Co ,, 12 I.C.C.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	265; Coomes v. Chicago, M. St. P. Ry.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	Co. , 13 I.C.C.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	192; Oshkosh, Logging Tool Co .
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	v. Chicago N.W.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	Ry.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	Co. , 14 I.C.C.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	109; Hardenberg, Dolson Gray v. Northern Pacific Ry.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	Co. , 14 I.C.C.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	579; Momsen Co .
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	v. Gila Valley, G. N. Ry.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	Co. , 14 I.C.C.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	614, 615; Lindsay Bros .
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	v. Michigan Central R.R.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	Co. , 15 I.C.C.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	40; Michigan Buggy Co .
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	v. Grand Rapids I. Ry.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	Co. , 15 I.C.C.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	297; Lindsay Bros .
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	v. Baltimore O.S.W.R.R.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	Co. , 16 I.C.C.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	6; Wells-Higman Co .
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	v. Grand Rapids I. Ry.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	Co. , 16 I.C.C.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	339; Blodgett Milling Co .
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	v. Chicago, M. St. P. Ry.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	Co. , 16 I.C.C.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	384; Smith Mfg.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	Co .
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	v. Chicago, M. G. Ry.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	Co. , 16 I.C.C.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	447; Milburn Wagon Co .
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	v. Lake Shore M.S.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	Ry.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	Co. , 18 I.C.C.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	144; Windsor Turned Goods Co v. Chesapeake O. Ry.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	Co. , 18 I.C.C.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	162.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	[fn3] Page 10 See, e.g., Humphreys Godwin Co .
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	v. Yazoo M.V.R.R.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	Co. , 31 I.C.C.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	25; Alabama Packing Co .
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	v. Louisville N.R.R.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	Co. , 47 I.C.C.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	524, 529; Williams Co .
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	v. Pennsylvania Co. , 50 I.C.C.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	531, 533; Virginia-Carolina Chemical Co .
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	v. Atlantic Coast Line R.R.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	Co. , 78 I.C.C.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	107; Davision Namack Foundry Co .
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	v. Pennsylvania R.R.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	Co. , 81 I.C.C.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	345; La Crosse Chamber of Commerce v. Director General , 93 I.C.C.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	602.
supreme_court_of_the_united_states/documents/5497de3d942721d9.xml	Page 13
supreme_court_of_the_united_states/documents/59dd58e60ef3cd55.xml	SMITH v. TILTON, 06-11049 (U.S. 6-18-2007) 127 S.Ct.
supreme_court_of_the_united_states/documents/59dd58e60ef3cd55.xml	2984 HOSEA SMITH v. TILTON, SEC., CA DOC No. 06-11049 June 18, 2007.
supreme_court_of_the_united_states/documents/59dd58e60ef3cd55.xml	CERTIORARI DENIED The petition for writ of certiorari is denied.
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	THE SALLY, PORTER, MASTER, 12 U.S. 382 (1814) THE SALLY, PORTER, MASTER.
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	March 15, 1814.
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	THIS was an appeal from the decree of the Circuit Court for the district of Massachusetts.
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	The facts of the case were as follow:The brig Sally , John Porter, master, was captured by the privateer Jefferson, John Kehew, cammander, July 7, 1812, as prize, and sent into the port of Salem, in the district of Massachusetts, for adjudication.
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	The Sally, at the time of her capture, had on board a coaster's manifest, and a permission from the collector of the port of Passamaquoddy , dated July 7, 1812 to proceed to Boston .
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	From the manifest, her cargo purported to be one box of hones, and one box of furs.
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	She had on board, also, about four thousand bushels of salt .
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	The Sally was licensed and enrolled for the coasting trade, at New London, June 6, 1812, upon the oath of John Patterson , of the city of New York , who swore that he was the agent of James Mavor , of New York , the owner.
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	Patterson was on board at the time of capture.
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	Upon the return of the monition in the District Court, Patterson claimed the brig for Mavor , and Edward Monroe claimed the salt for himself and Lemuel P. Grosvenor , of Boston .
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	The affidavit of claim of Monroe did not state where the salt was taken on board, nor for what reason it was not mentioned in the manifest.
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	Patterson, Porter , the master, and the crew, upon the preparatory examinations, swore that the salt was put on board the brig at Robinstown and Eastport , in the district of Maine.
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	Among the papers found on board the Sally, was a permission to land her cargo of 60 tons of cordage and 50 bolts of duck, from the deputy collector of the port of Passamaquoddy, dated June 20, 1812.
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	Page 383 There was also found on board, a letter to Messrs.
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	Monroe and Grosvenor, Boston , dated Eastport, July 7, 1812, signed " L.P.G .
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	" covering a bill of lading of the salt.
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	In this letter it is said, "I am sorry to say that no clearance of the salt can be obtained on board the brig; I have however despatched her, with a clearance of two small packages of John Brewer, consigned to us .
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	In the manifest of the Sally, the two small packages above mentioned are consigned to Monroe and Grosvenor , Boston.
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	The captors produced witnesses in the District Court, who proved that the Sally discharged at St. Andrews , her cargo of cordage, after the 1 st July , 1812, and took in there the salt.
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	The vessel and cargo were condemned, in the District Court, to the captors, and an appeal entered by the Claimants.
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	In the Circuit Court the decree was affirmed, and Monroe and Grosvenor appealed to this Court.
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	A claim was interposed by the United States as for a forfeiture under the non-intercouse act.
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	On the above statement (and upon the argument in the case of the Rapid, ante p .
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	155,) the case was submitted.
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	Absent .
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	.
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	.
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	.
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	MARSHALL, Ch. J .
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	STORY, J .
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	delivered the opinion of the Court.
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	This case cannot be distinguished from that of the Rapid .
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	By the general law of prize, property engaged in an illegal intercourse with the enemy, is deemed enemy property.
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	It is of no consequence whether it belong to an ally or to a citizen; the illegal traffic stamps it with the hostile character, and attaches to it all the penal consequences of enemy ownership.
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	In conformity with this rule, it has been solemnly adjudged, by the same course of decisions which has established the illegality of the intercourse, that the property engaged therein must be condemned as prize to the captors, and not to the crown.
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	This principle has been fully recognized by sir William Scott , in the Nelly , 1 Rob .
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	219; and, indeed, seems never to have admitted a serious doubt.
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	But a claim is interposed by the United States, claiming a priority of right to the property in question, upon the ground of an antecedent forfeiture to the United States, by a violation of the non-intercourse act, (of March 1, 1809, vol.
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	We are all of opinion that this claim ought not to prevail.
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	The municipal forfeiture under the non-intercourse act, was absorbed in the more general operation of the law of war.
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	The property of an enemy seems hardly to be within the purview of mere municipal regulations; but is confiscable under the jus gentium .
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	But even if the doctrine were otherwise, which we do not admit, we are all satisfied that the prize act of 26th June, 1812, ch. 107, operates as a grant from the United States of all property rightfully captured by commissioned privateers, as prize of war.
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	The language of the 4th, 6th and 14th sections is decisive.
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	The decree of the Circuit Court, condemning the vessel and cargo to the captors, is affirmed.
supreme_court_of_the_united_states/documents/d4c7828c32843b0b.xml	Page 385
supreme_court_of_the_united_states/documents/790470a349bc6c87.xml	LAUREL OIL CO. v .
supreme_court_of_the_united_states/documents/790470a349bc6c87.xml	MORRISON, 212 U.S. 291 (1909) 29 S.Ct.
supreme_court_of_the_united_states/documents/790470a349bc6c87.xml	394 LAUREL OIL AND GAS COMPANY v .
supreme_court_of_the_united_states/documents/790470a349bc6c87.xml	MORRISON.
supreme_court_of_the_united_states/documents/790470a349bc6c87.xml	APPEAL FROM THE CIRCUIT COURT OF APPEALS FOR THE EIGHTH CIRCUIT.
supreme_court_of_the_united_states/documents/790470a349bc6c87.xml	No. 198.
supreme_court_of_the_united_states/documents/790470a349bc6c87.xml	Argued October 14, 1908.
supreme_court_of_the_united_states/documents/790470a349bc6c87.xml	Decided February 23, 1909.
supreme_court_of_the_united_states/documents/790470a349bc6c87.xml	Where a statute provides for an appeal or a writ of error to a specific court it must be regarded as a repeal of any previous statute providing for an appeal or a writ of error to another court.
supreme_court_of_the_united_states/documents/790470a349bc6c87.xml	Brown v. United States , 171 U.S. 631 .
supreme_court_of_the_united_states/documents/790470a349bc6c87.xml	Decisions of the Court of Appeals of the United States for the Indian Territory are final except as made subject to review by some express statutory provision.
supreme_court_of_the_united_states/documents/790470a349bc6c87.xml
supreme_court_of_the_united_states/documents/790470a349bc6c87.xml	Appeal from 154 F. 617, dismissed.
supreme_court_of_the_united_states/documents/790470a349bc6c87.xml	THIS case on the merits is reported in sub nomine Morrison v. Burnette , 154 F. 617.
supreme_court_of_the_united_states/documents/790470a349bc6c87.xml	The able opinion of Sanborn, J., speaking for the Circuit Court of Appeals, is preceded by the following statement, which correctly sets forth the facts: "Pursuant to an order of the United States Court in the Western District of Indian Territory, which has the jurisdiction of a Probate Court, a lease of 160 acres of mineral land which had been allotted to Edith Durant, a minor Indian, was advertised for sale on sealed bids by Monday Durant, her guardian, and on the day of sale, March 5, 1906, the highest bonus bid for it was $3,490, and this bid was made by Robert W. Morrison, Charles W.S.
supreme_court_of_the_united_states/documents/790470a349bc6c87.xml	Cobb, John E. McKinney, William J. Breene and Frank M. Breene, who are now the appellants in this case, and will hereafter be so styled.
supreme_court_of_the_united_states/documents/790470a349bc6c87.xml	The Laurel Oil Gas Company, a corporation, one of the appellees, bid at the same time at this sale $2,850 for this lease.
supreme_court_of_the_united_states/documents/790470a349bc6c87.xml	On March 7, 1906, the appellants deposited the $3,490 with the court, and on March 9, 1906, the guardian executed the lease of the land to the appellants and they applied to the court for the confirmation of the sale and the approval of the lease.
supreme_court_of_the_united_states/documents/790470a349bc6c87.xml	After notice to all parties in interest and a hearing the court on June 11, 1906, `ordered, adjudged and decreed that the lease executed by Monday Durant, guardian of Edith Durant, minor, on the ninth day of March, 1906, (to the appellants,) be, and the same is hereby in all things approved, ratified and confirmed.
supreme_court_of_the_united_states/documents/790470a349bc6c87.xml	' On the next day the Laurel Company, the unsuccessful bidder at the former sale, made a motion for leave to bid again for the lease of this land, and offered to bid a bonus of $8,000.
supreme_court_of_the_united_states/documents/790470a349bc6c87.xml	Thereupon the court set aside the order of June 11, 1906, for the sole reason that a higher bonus could be obtained, and on June 14, Page 293 1906, it sold a lease of 80 acres of this land on the same terms as the former to the Galbraith Oil Gas Company for a bonus of $16,800 and a lease of the other eighty acres on the same terms to the Laurel Oil Gas Company for $2,000.
supreme_court_of_the_united_states/documents/790470a349bc6c87.xml	The leases to these parties were subsequently made by the guardian and the court confirmed these sales and approved these leases.
supreme_court_of_the_united_states/documents/790470a349bc6c87.xml	The appellants then sued out a writ of error from the Court of Appeals of the Indian Territory to reverse the order which set aside the decree of confirmation of the sale and of approval of the lease to them, and they also appealed from that order.
supreme_court_of_the_united_states/documents/790470a349bc6c87.xml	The Court of Appeals of the Indian Territory consolidated the two cases, heard them as an appeal in equity and affirmed the order below because the court was evenly divided in opinion.
supreme_court_of_the_united_states/documents/790470a349bc6c87.xml	The appellants have brought the latter judgment here by writ of error and also by appeal.
supreme_court_of_the_united_states/documents/790470a349bc6c87.xml	"Since the case came to this court the controversy over the eighty acres leased to the Galbraith Oil Gas Company has been settled and the only dispute remaining relates to the eighty acres leased to the Laurel Oil Gas Company under the second lease.
supreme_court_of_the_united_states/documents/790470a349bc6c87.xml	" The question in the case was whether a court of equity during the term at which the confirmation is made may lawfully avoid an executed judicial sale which it has confirmed, on the sole ground that a larger price may be obtained by a second sale, and was answered in the negative, and the decree was that the decree of the United States Court of Appeals in the Indian Territory and the decree of the United States court for the Western District of the Indian Territory be reversed, and that "this cause be, and the same is hereby, remanded to the United States Court for the Western District of the Indian Territory, with directions to confirm and enforce its order and decree which confirmed the sale and approved the lease to the appellants [appellees here], and to take any further proceedings necessary to that end.
