,phrase_id,first_ws_index,total_ws,total,phrase_stem
1685,1966,0,1,1,compensatori fine civil sanction context contempt proceed
1686,1967,0,1,1,decis grant deni motion new trial entrust sound judici discret district court
1687,1968,3,1,5,warrantless search seizur abandon properti violat fourth amend
1688,1969,0,1,1,contractor entitl recov govern mere show incur unanticip cost unless fault part govern
1689,1970,0,1,1,action immun mere union claim enforc term contract
1690,1971,0,1,2,issu court continu power supervis modifi injunct accord chang condit
1691,1972,-1,0,2,scheme defraud prohibit mail fraud statut must involv misrepresent omiss reason calcul deceiv person ordinari prudenc comprehens
1692,1973,0,1,1,sixth amend provid defend right assist counsel well relat right refus assist conduct defens
1693,1975,0,1,1,defend ultim intent pay debt obtain fraudul irrelev intent obtain money decept mean
1694,1976,0,1,1,court must sustain verdict juri substanti evid take view favor govern support find guilt
1695,1978,0,1,1,constru tax statut well-found doubt engend attempt appli statut must resolv favor taxpay
1696,1979,0,1,1,district court decis admit act evid revers upon determin court commit clear abus discret
1697,1981,0,1,1,credibl resolut a.l.j especi accept board must normal accord great weight review
1698,1982,0,1,1,contract contain number coven provis fix sum shall paid breach one penalti
1699,1983,0,1,1,absenc express author contrari salesman limit solicit order transmit princip impli author bind princip absolut sale contract
1700,1984,0,1,1,offic eden apprehens dudley use deadli forc seizur subject reason requir fourth amend
1701,1985,-1,0,1,untim object treat object thu alleg error subject plain error review
1702,1986,0,1,1,cost option right purchas consid part cost properti determin basi
1703,1987,1,1,5,absenc court-approv reserv issu appeal defend plead guilti waiv challeng prosecut except go court jurisdict
1704,1988,0,1,1,articl deliv common carrier shipment anoth state interst commerc time deliveri carrier reach consigne
1705,1989,0,1,3,parti marin insur polici must accord highest degre good faith
1706,1990,4,1,6,statut must interpret accord plain languag unless clear contrari legisl intent shown
1707,1991,0,1,1,use necessarili constitut public use
1708,1992,-1,0,4,prison fundament constitut right access court
1709,1993,0,2,2,judg impos sentenc may properli give consider matter contain report probat offic
1710,1994,0,1,1,convict entitl credit time spent parol prior revoc condit pardon parol
1711,1995,0,1,1,long proper reason doubt instruct given juri need instruct circumstanti evid must strong exclud everi reason hypothesi guilt
1712,1996,8,1,14,state prison must normal exhaust avail state judici remedi feder court entertain petit habea corpu
1713,1997,0,2,32,failur rais issu district court constitut waiver argument
1714,1998,0,1,1,count interfer given broadest construct languag reason permit expressli defin limit cannot ignor
1715,1999,-1,0,6,specul constitut substanti evid
1716,2000,1,1,2,court gener hear issu rais first time appeal
1717,2001,0,1,1,unfair labor practic board hear need occur circuit review sought
1718,2002,1,1,3,public offici entitl immun unless authorit decid certain conduct forbidden
1719,2003,0,2,3,punish impos prison author infract prison regul gener bar subsequ crimin prosecut conduct
1720,2004,0,1,1,drug dog sniff outsid car search fourth amend purpos doesn requir show probabl caus justifi
1721,2006,0,1,1,titl vii remedi mechan one one avail protect right creat titl vii
1722,2007,0,1,1,suit insur recov disabl benefit polici amount involv purpos jurisdict amount disabl benefit suit brought
1723,2008,1,1,2,order establish remedi inadequ ineffect § 2255 must procedur barrier bring § 2255 petit
1724,2009,0,1,1,review court must accord substanti defer agenc interpret statut agenc direct congress implement
1725,2010,0,1,1,decis requir weigh compet interest suscept polici analysi typifi kind government decis congress intend shield judici second-guess
1726,2012,0,1,1,govern cannot appeal advers rule crimin prosecut without statutori author
1727,2014,0,1,1,court jurisdict review district court decis guidelin absolut prohibit departur particular ground
1728,2015,0,1,4,claim may constru refer accus devic
1729,2016,0,1,1,conduct accus person follow commiss alleg crime may circumstanti relev prove commiss act charg accus intent purpos act commit
1730,2019,0,1,1,canon constitut avoid constrain agenc discret interpret statutori ambigu even chevron defer would otherwis due
1731,2020,0,1,1,flood period river flow veloc high riverbank eros gener expect occur vari degre depend circumst
1732,2021,0,1,1,fifth amend take occur exercis polic power regul properti right
1733,2022,0,1,1,proper remedi failur depart veteran affair issu provid statement case remand board dismiss lack jurisdict
1734,2023,0,1,1,defend prejud erron cite statut convict must affirm
1735,2024,0,1,1,liter term speak power bestow upon congress claus also contain dormant facet serv substant restrict permiss state regul interst commerc
1736,2025,2,3,5,antitrust law intend preserv competit benefit consum
1737,2026,1,1,2,sixth amend right accus compulsori process give way fifth amend privileg potenti wit free self-incrimin
1738,2027,3,1,6,failur complaint cite statut cite correct one way affect merit claim
1739,2029,0,1,2,requir sale offer specif identifi characterist invent offer sale parti recogn signific characterist time offer
1740,2030,0,1,1,parti may waiv statutori provis well right intend parti benefit affect public interest
1741,2031,0,1,1,damag uncertain conjectur specul natur afford basi recoveri
1742,2032,0,1,1,truste bankruptci take titl real estat bankrupt absent exempt involv whether encumb section 110 titl 11 u.s.c.a titl relat back date file petit
1743,2033,0,1,1,trial judg broad discret formul juri instruct
1744,2035,0,1,1,section 703 provid review applic form legal action includ action declaratori judgment writ prohibitori mandatori injunct habea corpu court compet jurisdict confer upon court appeal addit jurisdict expressli author statutori grant power
1745,2036,0,1,2,trespass upon ground surround build constitut illeg search
1746,2037,0,1,1,parti seek alter judgment reflect district court grant pre-judg interest rule 60 proper avenu make request
1747,2038,-1,0,16,alleg possibl futur injuri satisfi requir art
1748,2042,0,1,3,alien subject remov proceed entitl due process
1749,2043,0,1,2,order establish good faith doubt employ must present clear convinc evid loss union support capabl rais reason doubt union continu major
1750,2044,-1,0,1,board may issu bargain order even union repres minor order enter
1751,2045,1,1,2,convict violat condit parol return prison serv remaind sentenc entitl credit sentenc time spent parol
1752,2046,0,1,1,statement floor committe member charg bill regard natur supplement committe report accord weight formal committe report
1753,2047,0,1,1,militari retir payment gross incom parti own right payment pursuant divis properti divorc
1754,2048,0,1,1,juri instruct violat state law cannot provid basi feder habea corpu relief unless erron instruct rise level constitut violat
1755,2049,0,2,2,plan administr liabl statutori penalti § 1132 c
1756,2050,0,1,1,statut void vagu unless fail defin crimin offens suffici definit ordinari peopl understand conduct prohibit
1757,2051,0,1,1,summari judgment grant unless entir record show right judgment clariti leav room controversi establish affirm advers parti cannot prevail circumst
1758,2052,0,1,1,color essenti featur design must defin connect symbol design manufactur may know may safe
1759,2054,0,1,1,court flys-peck agenc environment analysi look defici matter minor
1760,2055,0,1,3,provis strip us jurisdict review final order remov 1 alien 2 remov 3 commit crimin offens enumer statut
1761,2057,0,1,1,feder govern limit scope tribal sovereignti
1762,2058,0,1,1,judgment suffici certain
1763,2059,-1,0,2,knowledg need base direct person observ infer fact circumst involv
1764,2060,0,1,1,consid defend challeng convict base insuffici evid evid must view light favor govern permiss infer drawn favor long evid thu constru suffic convinc ration trier fact defend guilt beyond reason doubt convict must stand even govern case exclud everi possibl hypothesi innoc
1765,2064,-1,0,1,deleg administr offic duti find fact necessari proper administr act deleg judici power
1766,2065,0,1,1,protect provid fourth amend proscrib government action privat parti search properti even wrong conduct rais fourth amend implic
1767,2066,2,1,14,constru administr regul ultim criterion administr interpret becom control weight unless plainli erron inconsist regul
1768,2067,1,1,3,indict may charg numer offens commiss one offens sever way
1769,2068,0,1,1,deterr corrupt constitut compel state interest
1770,2069,8,1,40,certain well-defin narrowli limit class speech prevent punish never thought rais constitut problem
1771,2070,0,1,1,fair market valu properti receiv stockhold exchang stock cannot ascertain origin transact consid open later payment treat capit gain would receiv time liquid
1772,2072,0,1,1,defend convict sever count judgment sentenc revers sentenc exceed might law impos upon one count
1773,2075,0,1,1,local govern bodi may liabl § 1983 action pursuant offici polici caus constitut tort
1774,2076,0,1,1,dicta assist determin whether law clearli establish purpos qualifi immun
1775,2077,0,1,2,statement introduc mere give context defend statement hearsay
1776,2078,0,1,1,perman drydock consid land purpos 28 u.s.c § 1333 1
1777,2079,0,1,1,payment made purchas trade-mark good may constitut part invest capit case natur consider amount paid must shown
1778,2080,0,1,1,whenev possibl statut constru claus sentenc word render void contradictori
1779,2081,0,1,1,claim court court limit jurisdict pursuant tucker act
1780,2082,0,1,1,presumpt leav amend shall freeli given pursuant rule 15 disappear entri judgment
1781,2083,0,1,1,defens may first rais appeal
1782,2084,0,1,1,natur extent right complain riparian owner use water stream within state virginia determin law state set forth statut decis court
1783,2085,0,2,4,feder jurisdict ground divers citizenship divers citizenship must exist plaintiff one hand defend
1784,2086,0,2,2,citi liabl § 1983 theori respondeat superior
1785,2087,0,1,1,attorney oblig examin potenti exoner evid even accus admit guilt state desir plead guilti
1786,2088,0,1,1,upon convict sentenc sever count one indict sentenc equal term concurr failur proof one count constitut revers error evid suffic one good count
1787,2089,0,1,1,neutral oper bona fide senior system even discriminatori consequ violat proscript religi discrimin employ
1788,2090,0,1,1,wife convers may properli intercept pursuant order name husband other yet unknown
1789,2091,-1,0,1,wrong commit louisiana state offici violat feder law consid tort subject one-year prescript period
1790,2092,0,1,1,evidentiari error subject harmless error inquiri
1791,2093,0,2,2,allow one set claim cannot predic patent claim applic
1792,2094,0,3,5,support affidavit applic search warrant must attest credibl inform reliabl inform
1793,2095,0,1,1,exist conspiraci establish defend may convict know particip therein evid establish beyond reason doubt even slight connect defend conspiraci
1794,2098,3,1,7,even one act harass suffic egregi
1795,2099,0,1,1,extent newli promulg regul appli retroact nonretroact matter discret secretari deleg section 7805 b intern revenu code
1796,2100,0,1,2,fair critic comment matter public interest action absenc malic i.e bad faith bad motiv
1797,2101,0,1,1,power congress confer upon feder court occasion call protect jurisdict resolut controversi feder court must therebi determin requir applic state law — either statutori common law
1798,2102,0,1,1,pendenc appeal toll one-year maximum period file motion rule 60 b 1 3
1799,2103,2,1,3,court must assum congress intend ordinari mean word use absent clearli express legisl intent contrari languag gener disposit
1800,2104,0,1,1,post-contract-form misrepresent kind support action fraud neglig misrepresent
1801,2105,0,1,1,whether employ requir arbitr well issu must arbitr matter determin court basi contract enter parti
1802,2106,0,1,1,parti post-form conduct reliabl gaug whether intend act partner
1803,2108,0,1,1,intent element offens may infer object fact action defend
1804,2109,0,1,1,altern inconsist defens may rais plead
1805,2111,0,1,3,taxpay stock possess deliber deliv certain share consumm sale cannot afterward say comput incom tax liabil intend sell share
1806,2112,0,1,1,judgment matter law follow juri verdict cannot parti fail renew motion pursuant rule 50 b close evid
1807,2113,-1,0,1,15 u.s.c § 77q fraudul offer sale secur accompani use mail mean instrument interst transport commun separ offens
1808,2114,0,1,1,writ error coram nobi collater attack judgment lie anoth adequ remedi motion new trial appeal
1809,2115,0,2,2,nervous high crime area without creat reason suspicion detain individu
1810,2116,0,1,3,prosecutor may vouch wit truth
1811,2117,1,3,6,contract releas execut induc duress voidabl void person claim duress must act promptli repudi contract releas deem waiv right
1812,2118,0,1,1,circumstanti evid may suffic support infer conspiraci unreason restrain competit exist
1813,2120,-1,0,1,judg alway retain author make final determin
1814,2121,0,1,1,employ claim breach no-strik claus proper subject arbitr
1815,2122,0,1,1,injunct may issu prevent unauthor disclosur use trade secret
1816,2126,0,2,2,jurisdict circuit court unit state limit sens jurisdict confer constitut law unit state presumpt caus without jurisdict unless contrari affirm appear suffici jurisdict may infer argument aver plead aver posit
1817,2127,0,1,1,trial judg wide discret grant deni continu
1818,2128,14,1,34,mere voluntari cessat allegedli illeg conduct moot case
1819,2129,0,1,1,agreement fix price commod per se unreason restraint trade therefor violat sherman act
1820,2130,5,1,7,stop automobil detain occup constitut seizur within mean fourth fourteenth amend even though purpos stop limit result detent quit brief
1821,2131,0,1,1,public author may discharg at-wil employe exercis constitut protect right
1822,2132,0,1,1,hate speech code prohibit otherwis permit speech sole basi subject speech address facial unconstitut
1823,2133,0,1,1,polic conduct aris deliber indiffer shock conscienc offic time make unhurri judgment upon chanc repeat reflect larg uncompl pull compet oblig
1824,2135,0,1,1,govern agent particip sting oper part conspiraci
1825,2136,0,1,1,public author legisl sanction exercis polic power may requir railroad compani construct oper union passeng station fact upon order base must reason
1826,2137,0,1,1,crimin defend stand contest search third parti unless show reason expect privaci area search properti seiz
1827,2138,0,1,2,domin control sharehold exercis control corpor fiduciari
1828,2139,1,1,2,prosecut undertaken separ sovereign govern matter similar may charact rais specter doubl jeopardi constitut doctrin commonli understood
1829,2142,0,1,1,individu lesser expect privaci one car one home offic
1830,2143,0,1,1,even crimin appel may seek revers basi evidentiari error
1831,2145,0,1,1,admiss involuntari statement subject harmless-error analysi
1832,2148,0,1,1,freedom express encompass freedom opin gener public question engag polit discuss
1833,2149,-1,0,1,fact-find function within exclus provinc administr agenc
1834,2150,0,1,1,issu decid turnov proceed appeal pursuant 11 u.s.c § 67 c may relitig
1835,2151,0,1,1,picket interfer block ingress egress employe other place employ effect forc employe run gauntlet inher coerciv contravent act
1836,2152,0,1,1,prosecut lawyer conduct stem represent client expert testimoni lawyer ethic oblig relev establish lawyer intent state mind
1837,2153,0,1,1,prior enact section 33 merchant marin act stevedor right maintain action employ person injuri caus latter neglig injuri took place upon navig water unit state action control gener maritim law might brought either admiralti law
1838,2154,0,1,2,matter taxat substanc rather form prevail taxabl transact determin true natur rather name parti may use describ
1839,2155,0,1,1,equit relief grant remedi exist law would complet compens parti damag may suffer
1840,2156,0,1,1,action law order deni motion stay proceed 9 u.s.c § 3 akin denial interlocutori injunct therefor appeal 28 u.s.c § 1292 1
1841,2157,-1,0,2,administr agenc pursuanc adjudicatori function make ad hoc chang one administr polici chang may appli retroact appropri case
1842,2158,0,1,1,suspect may consent search
1843,2159,0,1,1,danger condit make ship reason fit intend purpos henc unseaworthi
1844,2160,0,1,1,essenc expatri subsect section 401 expatri act complet voluntari
1845,2161,5,1,27,court disfavor interpret statut render languag superflu
1846,2162,0,1,1,estoppel unless parti claim chang posit reason represent
1847,2164,0,1,1,parti cannot avoid summari judgment base mere alleg plead
1848,2165,0,1,1,review suffici evid crimin convict court must view evid light favor govern give govern benefit reason infer verdict upheld substanti evid support
1849,2166,0,1,1,govern waiv statutori prohibit assign contract right contract offic give clear assent assign
1850,2167,0,1,1,state creat corpor purpos engag privat busi acquir either part whole capit thereof divest far concern transact corpor sovereign charact take privat citizen
1851,2168,-1,0,1,equiti jurisdict except aid money judgment
1852,2169,0,1,1,sentenc govern must prove quantiti drug involv transact preponder evid
1853,2174,0,1,1,action recov tax alleg illeg collect essenti action money receiv equit charact devolv upon plaintiff action establish justic equiti money su belong
1854,2175,0,1,1,common law feder jurisdict corpor dissolv exist result dissolut distinguish death natur person effect
1855,2176,0,1,1,statut increas penalti respect continu offens commenc prior continu beyond effect date statut violat ex post facto claus
1856,2177,0,1,1,agenc establish rule govern proceed rule must scrupul observ
1857,2178,0,1,1,bond cash deposit involv take place vessel libel upon file thereof vessel discharg forev lien foundat libel
1858,2179,5,2,18,gener rule appel cannot rais new issu first time repli brief
1859,2180,0,1,2,appelle cannot assail portion judgment favor oppos parti without initi particular attack notic appeal brief thereon
1860,2181,0,1,1,mere represent merchandis mark use cannot adopt trade-mark
1861,2182,0,1,1,feder system prefer joint trial defend jointli indict
1862,2183,0,1,1,doctrin sovereign immun govern may requir pay interest debt without consent
1863,2185,0,1,2,govern shown conspiraci exist given defend member membership presum continu last overt act coconspir unless defend prove conspiraci termin took affirm step withdraw
1864,2186,0,1,1,person may convict conspir commit offens unit state also commit substant offens subject conspiraci
1865,2187,7,1,10,disabl constitut suspect class
1866,2188,0,1,1,district court may grant monetari relief declaratori judgment proceed even without specif request
1867,2189,0,2,4,district court err give charg track circuit pattern juri instruct correct statement law
1868,2190,0,1,1,intent grantor case trust instrument deced case control determin right beneficiari said section 162 b
1869,2191,2,2,11,feder court may give opinion upon moot question abstract proposit
1870,2192,0,1,1,relationship debtor creditor counsel petition took posit transact taken place massachusett govern lex loci
1871,2193,0,1,1,conspir need know conspir order engag singl conspiraci
1872,2194,0,2,2,prosecut defens entitl broad latitud infer may suggest juri close argument provid misstat evid
1873,2196,0,1,1,compel limit scope review sustain board determin question fact record whole support find substanti evid
1874,2197,0,1,1,board may find violat although specif alleg complaint relat alleg complaint matter fulli fairli litig respond prejud
1875,2198,24,1,39,word group list given relat mean
1876,2199,1,1,4,litig may justifi peremptori challeng venir member one race unless venir member anoth race compar similar characterist also challeng
1877,2200,0,1,1,gener rule equiti reliev forfeitur caus non-pay rent due date
1878,2201,0,2,2,order grant deni chang venu proper subject interlocutori appeal
1879,2202,0,1,1,knowledg proscrib activ suffici scienter § 10 b
1880,2203,0,1,1,object made time invok plain error provis rule 52 b f.r.crim.p except except situat wherein appear necessari order prevent miscarriag justic preserv integr reput judici process
1881,2204,0,1,1,comment made prosecut attorney directli indirectli subject interpret juri comment upon failur defend testifi strictli regard imping substanti right defend
1882,2206,0,1,1,motion summari judgment court must take view evid favor parti motion direct give parti benefit favor infer might reason drawn evid therebi place burden prove absenc factual issu movant
1883,2207,0,1,1,stale contextu inquiri simpli matter measur age inform contain affidavit
1884,2208,0,1,1,employ may fill posit left vacant employe go econom strike later bound displac men hire take striker place order provid posit
1885,2209,0,1,1,venu essenti element govern proof trial
1886,2211,0,1,1,claim treat government entiti offici repres
1887,2212,0,1,1,parti agenc proceed must rais time appropri agenc practic issu intend assert appeal
1888,2213,0,1,1,prevail parti though file cross-app cross-petit may offer support judgment argument support record whether ignor court flatli reject
1889,2214,0,1,2,parcel land taken emin domain everi person estat interest law equiti land taken entitl share award
1890,2215,0,1,1,circumst trial judg bound end trial
1891,2216,0,1,1,interest wife properti acquir 1910 mere expect borrow term use decis
1892,2217,0,1,12,absent ambigu irrat result liter languag statut control
1893,2218,0,1,1,congress regul three categori econom activ commerc power 1 use channel interst commerc 2 instrument interst commerc 3 activ substanti relat interst commerc
1894,2219,0,1,1,§ 301 labor manag relat act 1947 state law tort claim preempt feder law resolut substanti depend interpret collect bargain agreement
1895,2220,0,1,1,ohio river within territori confin kentucki northern boundari kentucki low-wat mark north bank river
1896,2221,0,1,1,titl vii appli racial group whether minor major
1897,2222,0,1,1,alleg unconstitution goe result obtain use statut attack unconstitut three-judg court requir
1898,2223,1,1,2,execut branch privileg disclos intra-government document reflect advisori opinion recommend deliber compris part process government decis formul
1899,2224,0,1,4,missouri long-arm statut author exercis jurisdict non-resid extent permiss due process claus
1900,2225,0,1,1,parti act enjoin prove court satisfact unjustifi take properti immin result act
1901,2226,0,1,1,§ 1983 case involv land-us decis properti owner ripe claim zone author opportun arriv final definit posit regard appli regul issu particular land question
1902,2227,-1,0,1,provis epa may control fuel fuel addit alreadi commerc api 52 f.2d 1121 agenc long done respect lead gasolin
1903,2228,0,1,1,parti rais confidenti object carri burden propos mutual agreeabl accommod
1904,2229,-1,0,1,intent distribut may proper circumst infer amount seiz
1905,2230,0,1,1,govern may punish conduct creat clear present danger substant evil
1906,2231,0,1,1,unit state court court limit jurisdict jurisdict except congress bestow upon
1907,2234,1,2,3,feder trade commiss expertis determin whether advertis capac deceiv mislead public
1908,2235,0,1,1,search cannot upheld mere exploratori made sole find evid guilt
1909,2236,0,1,1,fals statement represent may pertain matter within jurisdict execut branch purpos § 1001 even made agenc compon execut branch
1910,2237,-1,0,1,litig risk must measur case file
1911,2238,0,1,2,realiti rather benign motiv noncrimin label determin relev constitut polici
1912,2240,1,1,2,claim ineffect assist counsel gener entertain direct appeal
1913,2241,23,1,25,leav amend need grant
1914,2242,1,1,2,gener speak privaci act allow correct fact correct opinion judgment
1915,2243,1,1,2,law permit decoy use purpos lure induc innoc law-abid citizen commiss crime still offic may offer opportun one intend will commit crime
1916,2244,0,1,1,new trial award nonprejudici error
1917,2245,0,1,2,section 1983 provid caus action violat feder statut well constitut
1918,2246,0,1,2,prison constitut fundament right clemenc
1919,2247,1,1,2,militari pay act money-mand statut
1920,2248,-1,0,1,statut articl 134 void vagu
1921,2249,0,9,71,agenc action must upheld basi articul agenc
1922,2250,0,2,3,member prosecut team knowledg bradi materi knowledg imput prosecutor
1923,2251,0,1,1,situat feder district court jurisdict tri defend conspiraci even though corpor outsid unit state time alleg conspiraci
1924,2252,-1,0,1,articl constitut articl classifi provis applic articl
1925,2253,0,1,2,one insur interest properti exist receiv benefit destruct suffer loss regardless whether titl properti
1926,2254,0,1,1,collater estoppel appli particular issu necessarili determin court compet jurisdict
1927,2255,0,1,1,circumst voter interest suffici independ candid voter claim bar candid prior litig
1928,2256,0,1,1,proportion review appropri sentenc less life imprison without possibl parol
1929,2257,0,1,1,sinc sureti assum duti ensur appear princip advis schedul appear court need notifi set
1930,2258,0,1,1,failur regist specif object preclud appel review claim error except would result miscarriag justic
1931,2261,0,1,5,parti pend proceed may appeal order civil contempt except part appeal final judgment
1932,2262,0,1,1,state surrend prison feder govern purpos trial feder charg upon convict sentenc feder court feder author surrend custodi prison back state author trial imprison without prison receiv feder penal institut servic feder sentenc feder sentenc begin run time prison return feder custodi receiv feder penal institut servic feder sentenc
1933,2263,0,1,2,defend amen person jurisdict feder court divers case extent permit state court state feder court sit
1934,2264,-1,0,1,claus statut presuppos valid oblig run third parti promise includ situat parti contract mean provid failur third parti enter legal oblig
1935,2265,0,1,1,constru statut court may draw unexpress spirit outsid bound normal mean word use statut
1936,2266,0,1,1,cash dividend paid survivor period origin properti purpos § 811
1937,2267,0,1,1,failur assert particular ground pretrial suppress motion oper waiver right challeng subsequ admiss evid ground
1938,2268,-1,0,1,issu rais district court present appeal waiv
1939,2269,0,1,1,whether render court prior proceed jurisdict subject matter litig question may rais collater
1940,2270,2,1,5,two indict may outstand time offens jeopardi attach first indict
1941,2273,0,1,1,insur refus defend claim within coverag liabil polici constitut breach contract render insur liabl insur loss result
1942,2274,0,1,1,strategi civil crimin trial may differ greatli
1943,2276,0,1,1,pneumoconiosi progress diseas frequent defi diagnosi
1944,2277,0,1,2,locat search evid crime even probabl caus arrest person locat
1945,2278,0,1,1,jurisdict depend divers citizenship lost remov chang citizenship morgan heir v morgan 2 wheat
1946,2279,-1,0,1,parti need obtain final judgment order prevail purpos statut settlement consent decre resolut underli disput short formal adjud may still support award fee
1947,2280,0,1,1,indict must charg essenti element crime question
1948,2283,-1,0,1,habea petition entitl evidentiari hear claim alleg fact prove hear would entitl petition relief
1949,2284,-1,0,4,order person aid abet anoth commiss crime necessari associ unlaw ventur particip desir accomplish seek make succeed action
1950,2285,0,1,1,doctrin re judicata collater estoppel oper crimin case conclus establish parti fact necessarili litig final determin valid proceed
1951,2286,1,1,3,evid equal consist two hypothes tend prove neither
1952,2288,0,1,1,circumst juri may make reason estim damag base relev data
1953,2289,0,2,3,agreement essenti valid contract may either express word impli conduct
1954,2290,0,1,1,haddad movant possess burden establish alleg defect state proceed
1955,2292,0,1,1,corrobor requir defend confess extrajudici admiss essenti element crime
1956,2293,0,1,1,dismiss without prejudic absent retent jurisdict invit amend complaint termin action final decis appeal lie
1957,2294,0,1,1,proper focu inquiri injuri result conduct lead result
1958,2295,0,1,6,court enforc arbitr award conflict § 10 k determin
1959,2296,0,1,1,even basi fact test doubt sincer cannot predic mere specul
1960,2297,1,1,2,liabil one claim set-off aris fiduciari duti natur trust requisit mutual debt credit exist person may set debt owe bankrupt liabil
1961,2298,0,2,2,gener matter agenc new york citi suabl entiti § 1983 action
1962,2299,0,1,1,document present first time appel stage proceed gener consid part record review appel court
1963,2300,0,1,1,art two type test necessarili compar
1964,2301,0,1,2,interpret regul issu secretari labor gener valid bind reason exercis deleg author
1965,2303,0,1,1,employ may liabl fail remedi harass employe third parti creat hostil work environ
1966,2304,0,1,1,stop must justifi specif articul circumst give rise reason suspicion alien transport truck
1967,2306,0,1,1,review court overturn credibl assess alj saw wit testifi assess ration basi
1968,2307,0,1,1,plaintiff make prima faci case defend control person within mean section 20 plaintiff must show defend actual power influenc control person abil affect manag decis induc particip alleg illeg activ
1969,2308,0,1,1,admiss evid photograph address sound discret trial judg
1970,2309,0,1,1,pain alon disabl even exist unsupport object medic clinic laboratori evid
1971,2310,0,1,2,permiss nonresid attorney admit practic court appear pro hac vice case pend right privileg grant matter grace rest sound discret presid judg
1972,2311,0,1,1,doctrin specialti limit charg extradit defend tri affect scope proof admiss trial charg extradit grant see puent 50 f.3d 1576 alter forum countri evidentiari rule see unit state v archbold-newbal 554 f.2d 665 685 5th cir 1977
1973,2312,0,1,1,claim separ independ aris loss action wrong
1974,2313,0,1,1,review court usual consid issu pass upon
1975,2314,0,1,1,command offic militari instal right summarili exclud civilian instal without violat requir due process claus
1976,2315,0,1,1,causat ordinarili left juri determin
1977,2316,8,1,9,suprem court appli rule feder law parti rule control interpret feder law must given full retroact effect case still open direct review event regardless whether event predat postdat announc rule
1978,2317,0,1,1,govern exercis power emin domain compens peopl possessori interest seiz land call undivid fee rule
1979,2318,0,1,1,summari judgment warrant absenc evid could justifi reason conclus employ neglig play part even slightest produc injuri
1980,2320,0,1,1,taxpay seek benefit deduct burden prove entitl
1981,2321,-1,0,2,due process claus fourteenth amend protect liberti interest child public school sexual abus
1982,2322,1,1,3,applic note bind author unless violat constitut feder statut inconsist plainli erron read guidelin
1983,2324,0,1,1,municip ordin sanction law state law impair oblig contract within impair claus constitut
1984,2325,0,1,1,parti wish establish right preliminari injunct must demonstr either probabl succeed merit coupl threat irrepar injuri balanc hardship decidedli favor togeth seriou question regard merit underli action
1985,2326,0,1,1,reserv creat execut order ident legal statu one creat congress
1986,2327,0,1,1,extraordinari remedi habea corpu cannot made perform function appeal writ error
1987,2330,1,1,2,lower court judgment may preclus effect despit lack appel review
1988,2331,13,1,14,determin claim indefinit legal conclus drawn court perform duti construer patent claim
1989,2332,0,2,4,expert may describ gener factual term common practic drug dealer
1990,2333,0,2,2,board design congress exclus forum origin jurisdict adjud question represent unfair labor practic violat nlra unit state district court jurisdict
1991,2334,0,2,7,unit state subject defens lach enforc right
1992,2335,0,2,2,motion judgment acquitt infer view evid favor govern must taken
1993,2336,1,1,2,two statut irreconcil conflict must give effect recent enact statut sinc recent indic congression intent
1994,2337,0,1,1,adequ record avail taxabl period commission may determin amount incom receiv taxpay upon reason basi
1995,2338,0,2,2,statut prohibit substanti amount protect speech unconstitut face
1996,2339,0,1,2,ambigu word contract interpret render illeg legal construct plausibl
1997,2342,0,1,1,upon plaintiff origin plead case remov becom whenev progress amend plead supplement show suit fact remov
1998,2343,0,2,2,court review denial disabl benefit erisa initi must decid whether benefit plan languag grant administr fiduciari discret determin claimant elig benefit whether administr act within scope discret
1999,2344,0,1,1,employ legal duti proceed would done union scene
2000,2345,0,1,1,retrospect compet determin disfavor remedi permit limit circumst
2001,2346,0,1,2,drug traffick form organ crime suffici effect interst commerc allow regul congress
2002,2347,0,1,1,defer bia reason interpret ambigu provis ina entri best ambigu
2003,2348,0,1,1,circumst statement constitut represent distinguish warranti
2004,2349,0,1,1,acquisit railroad even activ line non-carri includ newly-form entiti organ purpos provid interst common carrier servic govern requir 49 u.s.c § 10901 49 u.s.c § 11343
2005,2350,0,1,1,agreement enforc husband
2006,2351,0,1,1,refus suspect give statement constitut admiss evid
2007,2352,0,1,1,plead submit pro se defend liber constru
2008,2355,0,1,1,determin commission review court
2009,2356,1,1,3,overli tight handcuf constitut excess forc
2010,2357,0,1,1,bail convict trial court matter sound discret court convict appel cannot demand bail matter right
2011,2358,0,1,1,decre cannot attack collater unless appear upon face proceed jurisdict lack
2012,2360,0,1,1,absenc statutori requir acknowledg essenti valid instrument immedi parti privi
2013,2362,0,2,2,limit period commenc run immedi upon remov disabl imprison
2014,2363,0,1,1,compon right protect defend opportun obtain counsel choic
2015,2364,0,1,1,construct amend indict per se viol grand juri claus fifth amend fn5 hand prevail varianc proof claim defend must demonstr prejudic
2016,2365,0,1,1,carrier meet statutori requir section 203 15 propos servic although avail potenti limitless number custom restrict precis need class custom
2017,2366,0,1,1,look natur anticip claim declaratori judgment defend anticip defens declaratori judgment plaintiff determin presenc feder question
2018,2367,0,1,1,conserv feder judici resourc proper reason dismiss case feder court
2019,2368,-1,0,5,habea corpu may use substitut appeal
2020,2369,0,1,1,state failur assert habea petition exhaust state remedi implicit waiver exhaust requir
2021,2370,0,1,1,bargain order enforc court requir employ bargain reason period time union whether union maintain major support
