,sentence_id,case_caption,case_date,phrase_id,phrase_stem,sentence,is_ws,is_first_ws
60343,60f017cd-632e-46d3-abbb-633cf51fd027,"HAHN v. CITY OF BUFFALO, 770 F.2d 12 (2nd Cir. 1985)",1985-08-06,1076,court refrain invalid statut necessari,"It is a well-established principle of law that """"a court should refrain from invalidating more of [a] statute than is necessary"""". Regan v. Time, Inc., ___ U.S. ___, 104 S.Ct. 3262, 3269, 82 L.Ed.2d 487 (1984). """"Unless it is evident that the Legislature would not have enacted those provisions which are within its power, independently of that which is not, the invalid part may be dropped if what is left is fully operative as a law.""""Buckley v. Valeo,424 U.S. 1, 108, 96 S.Ct. 612, 677, 46 L.Ed.2d 659 (1976) (quoting Champlin Refining Co. v. CorporationCommission of Oklahoma,286 U.S. 210, 234, 52 S.Ct. 559, 564, 76 L.Ed. 1062 (1932)).",True,True
66729,316d6071-9728-472b-af6f-c3726206cfdb,"WHITE PACKING CO. v. ROBERTSON, 89 F.2d 775 (4th Cir. 1937)",1937-04-06,1077,appear record court done right thing action revers base upon wrong ground,"It is well settled that where it appears from the record that the court has done the right thing, its action will not be reversed because based upon the wrong ground.",True,True
68201,25966be4-8d56-4065-86b6-bc46aba394b9,"MANLEY v. UNITED STATES, 238 F.2d 221 (6th Cir. 1956)",1956-11-08,1078,permiss govern show defend accus arrest indict crime,"It is well settled that it is not permissible for the government to show that a defendant has been accused of, arrested for, or indicted for a crime.",True,True
67771,18515a2c-b4f6-4c09-9aa3-ace7d57f5f52,"MARATHON ASHLAND v. INTER. BROTH. OF TEAMSTERS, 300 F.3d 945 (8th Cir. 2002)",2002-08-23,1080,parti summari judgment cannot creat sham issu fact effort defeat summari judgment district court may grant summari judgment parti sudden unexplain revis testimoni creat issu fact none exist,"It is well-established that """"parties to summary judgment cannot create sham issues of fact in an effort to defeat summary judgment"""" and that """"`a district court may grant summary judgment where a party''s sudden and unexplained revision of testimony creates an issue of fact where none existed before.''"""" Am.",True,True
58887,588d7137-0752-4f92-9d57-d47577dfce1b,"HURLEY v. UNITED STATES, 192 F.2d 297 (4th Cir. 1951)",1951-11-05,1081,offens made § 201 person act unit state must offici capac,"It is well established that for an offense to be made out under § 201, a person acting for the United States must be doing so in his official capacity.",True,True
63258,13a6beaa-5dc4-4de1-8543-9f3e50948565,"N.L.R.B. v. HOWARD QUARRIES, INC., 362 F.2d 236 (8th Cir. 1966)",1966-06-22,1082,otherwis legal act cannot basi infer antiunion animu,It is well established that otherwise legal acts cannot be the basis for an inference of antiunion animus.,True,True
54391,c94d9b33-6fa7-4772-9de8-7965c87e457a,"ORIENT INS. CO. v. SKELLET CO., 28 F.2d 968 (8th Cir. 1928)",1928-10-31,1083,carrier would insur benefit owner properti must appear use apt term polici effect,"It is well settled that, if the carrier would insure for the benefit of the owners of the property, this must appear from the use of apt terms in the policy to that effect.",True,True
63732,d52c4142-7bdb-498c-9cc0-b2ab85a076a2,"WORSHAM v. CITY OF PASADENA, 881 F.2d 1336 (5th Cir. 1989)",1989-08-31,1084,local govern unit person within mean statut,"It is well settled that local government units are """"persons"""" within the meaning of this statute.",True,True
57076,c957f4c7-4069-4403-bce1-76329f1b4045,"MORGAN STANLEY GROUP v. NEW ENGLAND INS., 225 F.3d 270 (2nd Cir. 2000)",2000-09-12,1085,policyhold bear burden show insur contract cover loss,"It is well established under New York law that a policyholder bears the burden of showing that the insurance contract covers the loss. See,e.g., Jakobson Shipyard, Inc. v. Aetna Cas.",True,True
58814,a6c4de03-616e-401f-9aa9-f44e24c44da3,"U.S. v. GONZALEZ-VAZQUEZ, 34 F.3d 19 (1st Cir. 1994)",1994-09-08,1086,sentenc proceed differ trial definit defend guilt establish presumpt innoc dissip consequ prosecut need prove fact upon reli sentenc purpos beyond reason doubt,"It is well settled that a sentencing proceeding differs from a trial; by definition, the defendant''s guilt has been established the presumption of innocence has dissipated, and, consequently, the prosecution need not prove the facts upon which it relies for sentencing purposes beyond a reasonable doubt. See McMillan v.Pennsylvania,477 U.S. 79, 91, 106 S.Ct. 2411, 2418-19,91 L.Ed.2d 67 (1986); United States v. Tardiff,969 F.2d 1283,1289 (1st Cir. 1992); United States v. Wright,873 F.2d 437, 441(1st Cir. 1989).",True,True
69201,50039424-f7d4-4b9f-af2a-fa165d3f5a3b,"PUEBLO INTERN., INC. v. DE CARDONA, 725 F.2d 823 (1st Cir. 1984)",1984-01-26,1087,subsect pendent state claim may remov along genuin feder question,"It is well-settled that under this subsection pendent state claims may be removed along with genuine federal questions. Charles D.Bonanno Linen Service, Inc. v. McCarthy,708 F.2d at 4, 11;Brough v. United Steelworkers of America,437 F.2d 748, 750(1st Cir. 1971); 14 C. Wright, A. Miller E. Cooper, FederalPractice and Procedure: Jurisdiction § 3722, at 572-73 (1976).",True,True
65391,a91ea0ca-a5e9-4cf7-84a8-0189270cc293,"OTTE v. HOUK, 654 F.3d 594 (6th Cir. 2011)",2011-08-12,1088,ott drink consum drug around time murder,It was very well established that Otte had been drinking and consuming drugs around the time of the murders.,True,True
62390,4db1698d-e2f4-4936-890a-d287a59c2058,"SANTISE v. SCHWEIKER, 676 F.2d 925 (3rd Cir. 1982)",1982-04-08,1089,congress may deleg broad power execut determin implement regul detail legisl scheme,"It is well established, moreover, that Congress may """"delegate broad powers to executives to determine [through implementing regulations] the details of any legislative scheme."""" United States v. Rock RoyalCo-operative Inc.,307 U.S. 533, 574, 59 S.Ct. 993, 1013, 83 L.Ed. 1446 (1939).",True,True
62559,c8a212e8-1b25-48a0-9070-add1ca3304c3,"BEELER v. UNITED STATES, 338 F.2d 687 (3rd Cir. 1964)",1964-11-20,1090,recit statut neither depriv court jurisdict confer jurisdict upon,It is well settled that the recitation of a statute can neither deprive a court of jurisdiction nor confer jurisdiction upon it.,True,True
54585,dcac617c-cc49-4f2b-9ed7-b8a087cc2700,"U.S. v. LOPEZ, 37 F.3d 565 (9th Cir. 1994)",1994-10-07,1091,substant crime conspiraci commit crime offens doubl jeopardi purpos,"It is now well established that """"[a] substantive crime and a conspiracy to commit that crime are not the same offense for double jeopardy purposes."""" UnitedStates v. Saccoccia,18 F.3d 795, 798 (9th Cir. 1994) (citing UnitedStates v. Felix,___ U.S. ___, ___, 112 S.Ct. 1377, 1384, 118 L.Ed.2d 25(1992)).",True,True
61803,c5c62986-5ece-44ee-934c-c30a0b7f90fb,"LEWIS v. HUMBOLDT ACQUISITION CORP., 634 F.3d 879 (6th Cir. 2011)",2011-03-17,1093,one panel cannot overrul hold anoth panel absent interven inconsist opinion u. suprem court,"It is a well-established rule of this circuit that one panel cannot overrule the holding of another panel, absent an intervening inconsistent opinion from the U.S. Supreme Court.",True,True
67946,e9ec093b-f417-46c8-b2e4-b85830bc8921,"DYNAMICS CORPORATION OF AM. v. UNITED STATES, 389 F.2d 424 (Ct.Cl. 1968)",1968-01-19,1094,practic interpret contract shown conduct parti great weight interpret contract,"It is well settled that the practical interpretation of a contract, as shown by the conduct of the parties, is of great weight in interpreting the contract.",True,True
69415,7a134c3a-28fc-48c7-8ec4-18735d505bf3,"LANDELL v. SORRELL, 382 F.3d 91 (2nd Cir. 2004)",2002-08-07,1095,state interest fight corrupt real appar justifi limit contribut individu particular candid committe,"It is well established, however, that the state interest in fighting corruption, real and apparent, justifies limitations on contributions by individuals to particular candidate committees.",True,True
67680,f005f0fc-3d90-4d9f-9d37-7a16127496b0,"PRECISION CONCRETE v. N.L.R.B., 362 F.3d 847 (D.C. Cir. 2004)",2004-04-06,1097,coincid two separ violat organ campaign meet test fant mill,"It is well established that """"coincidence of the two separate violations during the same organizing campaign"""" does not meet the test of Fant Milling.",True,True
67054,8e4e8c8a-eacd-4c54-8938-a65df645ce52,"DUANE READE, INC. v. ST. PAUL FIRE, 411 F.3d 384 (2nd Cir. 2005)",2005-06-22,1098,scope coverag provid insur polici pure legal issu cannot determin apprais limit factual disput amount loss insur liabl,"It is well established that the scope of coverage provided by an insurance policy is a purely legal issue that cannot be determined by an appraisal, which is limited to factual disputes over the amount of loss for which an insurer is liable. See, e.g., Indian Chef, Inc. v. Fire Cas.Ins.",True,True
62928,8c6b7786-c7c0-4cdd-bd56-b708a9d5a181,"PAISLEY v. C.I.A., 712 F.2d 686 (D.C. Cir. 1983)",1983-07-22,1099,pure factual materi sever opinion polici advic document gener protect must disclos foia suit,"It is well established that purely factual material which is severable from the opinion or policy advice in a document is generally not protected and must be disclosed in a FOIA suit. See EPA v. Mink, supra,410 U.S. at 91,93 S.Ct. at 838; Mead Data Central, Inc. v. Dep''t of the Air Force,566 F.2d 242, 260-261 (D.C. Cir. 1977); K. DAVIS, ADMINISTRATIVE LAW §§ 5:33, 5:34, at 404-407 (2d ed. 1978).",True,True
61103,2875c4ed-9692-4b2b-8572-23a9b148e6d0,"BOARD OF EDUC. v. ILLINOIS STATE BD. OF EDUC., 810 F.2d 707 (7th Cir. 1987)",1987-01-27,1100,attorney gener sole offic author repres peopl illinoi litig peopl state real parti interest absent contrari constitut direct,"It is well-settled, under Illinois law, """"that the Attorney General is the sole officer authorized to represent the People of [Illinois] in any litigation in which the People of the State are the real party in interest, absent a contrary constitutional directive."""" People exrel.",True,True
69268,f1bf73b7-f93a-410a-b003-7706c40c974a,"ZOBY v. AMERICAN FIDELITY COMPANY, 242 F.2d 76 (4th Cir. 1957)",1957-03-06,1101,resist motion summari judgment parti sought must present evid indic fact disput move parti evid shown otherwis fn1 forego matter record reveal evid,"It is well settled, however, that to resist a motion for summary judgment, the party against whom it is sought must present some evidence to indicate that the facts are in dispute, where the moving party''s evidence has shown otherwise;[fn1] and as to the foregoing matters, the record reveals no such evidence.",True,True
66291,b42d3924-ff50-4d3e-a024-5d62d06d0b73,"SILVESTRI v. GRANT, 496 F.2d 593 (C.C.P.A. 1974)",1974-05-09,1102,case concept reduct practic recognit appreci exist new form,It is now well settled that in such a case there is no conception or reduction to practice where there has been no recognition or appreciation of the existence of the new form.,True,True
61871,c540b869-c4a6-46a0-aa3c-786f39acdc0c,"U.S. v. DIJAN, 37 F.3d 398 (8th Cir. 1994)",1994-10-06,1103,essenc conspiraci agreement commit illeg act,"It is well established that the essence of a conspiracy is an agreement to commit an illegal act. United States v. Roark,924 F.2d 1426,1429 (8th Cir. 1991). """"Multiple groups and the performance of separate crimes or acts do not rule out the possibility that one overall conspiracy exists."""" Roark, supra,924 F.2d at 1429.",True,True
61036,7be267e7-83c5-488e-a49c-532f5405aeda,"INTERN. TRAVELERS CHEQUE CO. v. BANKAMERICA, 660 F.2d 215 (7th Cir. 1981)",1981-08-26,1104,parti cannot complain error commit invit induc court make consent,"It is well settled law that a party cannot complain of errors which it has committed, invited, induced the court to make, or to which it consented. See UnitedStates v. Rojas,574 F.2d 476, 480 (9th Cir. 1978) (defendants held to copyright date conceded in trial); Illinois Cent.",True,True
61499,d75f74d2-d9e9-48c9-a8d9-2ebfd30f12ef,"NATIONAL MINERAL CO. v. BOURJOIS, INC., 62 F.2d 1 (7th Cir. 1932)",1932-11-16,1106,manufactur cannot make valid assign trade-mark separ transfer good busi connect use,It is well settled that a manufacturer cannot make a valid assignment of a trade-mark separate from a transfer of the good will and business in connection with which it is used.,True,True
64395,a7bdf057-410d-433c-9e53-c6d662709ffa,"WHITE v. WASHINGTON PUBLIC POWER SUPPLY SYS., 692 F.2d 1286 (9th Cir. 1982)",1982-11-23,1107,section 1981 redress discrimin base plaintiff race,It is well settled that section 1981 only redresses discrimination based on plaintiff''s race. Shah v. Mt.,True,True
67238,5424ed4e-5906-4577-a16d-46f6b892a4b7,"U.S. v. BRISCOE, 896 F.2d 1476 (7th Cir. 1990)",1990-02-26,1108,mean narcot code word appropri subject expert testimoni,"It is well-settled that the meaning of narcotics code words are an appropriate subject for expert testimony. Id.; United States v. Ramirez,796 F.2d 212,216 (7th Cir. 1986). See also Vega,860 F.2d at 782-83.",True,True
64830,19f1e49d-f060-41e1-a855-5a465f78fe57,"CURRY v. CITY OF SYRACUSE, 316 F.3d 324 (2nd Cir. 2003)",2003-01-15,1109,probabl caus arrest prerequisit make author arrest probabl caus arrest person person cannot guilti resist arrest,"It is well established in New York that """"probable cause to arrest is a prerequisite for making an authorized arrest,"""" and if there is no probable cause to arrest a person, that person """"cannot be guilty of resisting arrest."""" People v. Mohamadou,182 Misc.2d 77, 79-80, 698 N.Y.S.2d 445, 447-48 (N.Y.Crim.Ct. 1999). See also People v. Stevenson,31 N.Y.2d 108, 111,286 N.E.2d 445, 448, 335 N.Y.S.2d 52, 56 (1972) (recognizing that """"the crime of resisting arrest does not occur if the arrest is illegal or unlawful"""").",True,True
64455,cb56c3b5-ac17-4267-980b-3c056a50bd67,"BV ENGINEERING v. UNIV. OF CAL., LOS ANGELES, 858 F.2d 1394 (9th Cir. 1988)",1988-10-03,1110,interpret statut must consid provis context statut whole,"It is well settled that in interpreting a statute we must consider each provision in the context of the statute as a whole. E.g., Kelly v. Robinson,479 U.S. 36, 107 S.Ct. 353, 358, 93 L.Ed.2d 216 (1986) (in construing statute, court must look not at a single sentence but at the provisions of the entire statute); Richards v. United States,369 U.S. 1, 11, 82 S.Ct. 585, 591-92, 7 L.Ed.2d 492 (1962) (it is """"fundamental that a section of a statute should not be read in isolation from the context of the whole Act""""); Largo v. Sunn,835 F.2d 205, 207 (9th Cir. 1987) (in construing statute, court looks at language in isolation and in context); see also RichardAnderson Photography, at 118-19 (declining to limit inquiry to Section 501).",True,True
58958,cd30b65f-d6f2-4068-a3a4-df411d492f21,"MAXUM FOUNDATIONS, INC. v. SALUS CORP., 779 F.2d 974 (4th Cir. 1985)",1985-12-18,1112,feder arbitr act agreement arbitr may validli incorpor subcontract refer arbitr provis gener contract,"It is well settled that, under the Federal Arbitration Act, an agreement to arbitrate may be validly incorporated into a subcontract by reference to an arbitration provision in a general contract. See J.S. H.Construction Co. v. Richmond County Hospital Authority,473 F.2d 212,216-17 (5th Cir. 1973); Starr Electric Co. v. BasicConstruction Co.,586 F. Supp. 964, 968-69 (M.D.N.C. 1982); VespeContracting Co. v.Anvan Corp.,399 F. Supp. 516, 520-21 (E.D.Pa. 1975);Bigge Crane Rigging Co. v. Docutel Corp.,371 F. Supp. 240,243 (E.D.N.Y. 1973).",True,True
67871,c7e271bb-a652-4c35-912c-e08f0ed72648,"JOHNS v. BOWEN, 821 F.2d 551 (11th Cir. 1987)",1987-07-14,1113,determin whether claimant satisfi burden examin must consid four factor 1 object medic fact clinic find 2 diagnos examin physician 3 evid pain 4 claimant age educ work histori,"It is well established that """"[i]n determining whether the claimant has satisfied this burden, the examiner must consider four factors: (1) objective medical facts or clinical findings; (2) the diagnoses of examining physicians; (3) evidence of pain; and (4) the claimant''s age, education, and work history."""" See,e.g., id. at 1005 (citation omitted).",True,True
65448,db76ec55-4fda-4aae-bd8f-06a601d43fc9,"MERRIWEATHER v. ZAMORA, 569 F.3d 307 (6th Cir. 2009)",2009-06-24,1114,summari judgment motion properli support via affidavit oppos parti may reli mere alleg denial plead,"It is well established that when a summary judgment motion is properly supported via an affidavit, """"an opposing party may not rely merely on allegations or denials in [his] own pleading."""" Fed.R.Civ.P.56(e)(2).",True,True
67025,068bff3e-e43e-46e9-817d-1d1820a7f658,"REITER v. MTA NEW YORK CITY TRANSIT AUTH., 457 F.3d 224 (2nd Cir. 2006)",2006-07-20,1115,prevail commun district court consid determin lodestar figur normal district court sit,"It is well-established that the prevailing community a district court should consider to determine the lodestar figure is normally """"the district in which the court sits."""" Polk v. N.Y. State Dep''t of Corr.Servs., 722 F.2d 23, 25 (2d Cir.1983). See also A.R.v.",True,True
40682,b8392e27-4565-4f1c-aa9b-334650c345f2,"UNITED STATES v. DI STEFANO, 555 F.2d 1094 (2nd Cir. 1977)",1977-05-16,1116,object fall plain view offic right posit view subject seizur may introduc evid,"It is well-established that """"objects falling in the plain view of an officer who has a right to be in the position to have that view are subject to seizure and may be introduced in evidence.""""Harris v. United States,390 U.S. 234, 236, 88 S.Ct. 992, 993, 19 L.Ed.2d 1067 (1968).",True,True
67780,faa2cb90-89d5-495c-b405-1358295af9cf,"U.S. v. MALTAIS, 403 F.3d 550 (8th Cir. 2005)",2005-04-07,1117,law enforc offic may detain person investig without probabl caus arrest offic reason suspicion support articul fact crimin activ may afoot,"It is well established, of course, that a law enforcement officer may detain a person for investigation without probable cause to arrest if the officer """"has a reasonable suspicion supported by articulable facts that criminal activity `may be afoot.''"""" United States v. Sokolow,490 U.S. 1, 7,109 S.Ct. 1581, 104 L.Ed.2d 1 (1989) (quoting Terry v. Ohio,392 U.S. 1, 21, 88 S.Ct. 1868, 20 L.Ed.2d 889 (1968)). """"Whether the particular facts known to the officer amount to an objective and particularized basis for a reasonable suspicion of criminal activity is determined in light of the totality of the circumstances."""" United States v. Garcia,23 F.3d 1331, 1334(8th Cir. 1994).",True,True
66821,d40ae10b-29b4-4cc7-b795-a79be32145ca,"SANDERS v. PARKER DRILLING CO., 911 F.2d 191 (9th Cir. 1990)",1990-08-07,1118,absenc statut custom must decid legisl,"It is a well-established tradition of our jurisprudence that, in the absence of statute or custom, we must decide as if we were legislators.",True,True
57445,d5977926-1bf1-408d-b113-617f95780b39,"MARTIN v. LOUISIANA  AR. RY. CO., 535 F.2d 892 (5th Cir. 1976)",1976-07-23,1122,feder claim must substanti feder court vest right assert pendent jurisdict,"It is well established that a federal claim must be substantial before a federal court is vested with the right to assert pendent jurisdiction. United Mine Workers v. Gibbs, supra,383 U.S. at 725, 86 S.Ct. 1130; Levering Garrigues Co. v. Morrin,289 U.S. 103, 53 S.Ct. 549, 77 L.Ed. 1062 (1933).",True,True
65685,30d9c23e-fca4-4192-8fee-2732c302faa1,"EICHMANN v. DENNIS, 347 F.2d 978 (3rd Cir. 1965)",1965-07-12,1123,tortfeasor truck driver denni may reliev liabil mere entitl recov also could recov sourc wrongdoer,"It is well settled that a tortfeasor, here the truck driver Dennis, may not be relieved of liability merely because those entitled to recover also could have recovered from a source other than the wrongdoer.",True,True
59934,d8d7885e-18ed-42b8-b7af-5c45e198c5f5,"CERRATO v. SAN FRANCISCO COMMUNITY COLLEGE DIST, 26 F.3d 968 (9th Cir. 1994)",1994-06-16,1124,eleventh amend bar feder court grant prospect injunct relief offic state act outsid bound author,It is well established that the Eleventh Amendment does not bar a federal court from granting prospective injunctive relief against an officer of the state who acts outside the bounds of his authority.,True,True
59612,3be1bc7e-465f-4ef4-a915-8ebd5291c522,"MAHLER v. EBY, 264 U.S. 32 (1924)",1924-02-18,1125,deport may burdensom sever alien punish,"It is well settled that deportation, while it may be burdensome and severe for the alien, is not a punishment. Fong Yue Ting v. United States, 149 U.S. 698,730; Bugajewitz v. Adams, 228 U.S. 585, 591.",True,True
68466,ada2d840-b220-491e-8f1f-73e3cd71e075,"MOSLEY v. CIA. MAR. ADRA, S.A., 314 F.2d 223 (2nd Cir. 1963)",1963-02-28,1126,claimant need produc expert testimoni inadequaci ship equip juri may make obviou deduct natur accid,"It is now well settled, contrary to earlier views, that a claimant need not produce expert testimony as to the inadequacy of the ship''s equipment, but the jury may make obvious deductions from the nature of the accident.",True,True
60415,d4c29cb4-76a5-4c9c-affe-070ff038a784,"UNITED STATES v. FRED A. ARNOLD, INC., 573 F.2d 605 (9th Cir. 1978)",1978-04-13,1127,file cross-mot summari judgment parti assert uncontest issu materi fact vitiat court respons determin whether disput issu materi fact present,"It is well-settled in this circuit and others that the filing of cross-motions for summary judgment, both parties asserting that there are no uncontested issues of material fact, does not vitiate the court''s responsibility to determine whether disputed issues of material fact are present.",True,True
62295,3f0f4fb8-ddce-41d5-89ba-c51159405203,"MIRANDA v. COOPER, 967 F.2d 392 (10th Cir. 1992)",1992-06-17,1128,limit cross-examin within discret trial court,"It is well settled that the limits of cross-examination are within the discretion of the trial court. Delaware v. Van Arsdall,475 U.S. 673[106 S.Ct. 1431, 89 L.Ed.2d 674] (1986) and UnitedStates v. Atwell,766 F.2d 416 (10th Cir. 1985).",True,True
69585,883cc00f-e690-4f10-955f-7af7492eecc5,"U.S. v. CHRISTUNAS, 126 F.3d 765 (6th Cir. 1997)",1997-09-30,1129,defend stand assert wife third-parti right,It is well-established that the defendant has no standing to assert his wife''s (third-party) rights.,True,True
69424,e3a82dc9-dc05-4b87-8ffd-6c8e711ea0d8,"MARIASH v. MORRILL, 496 F.2d 1138 (2nd Cir. 1974)",1974-05-10,1130,lack proper adversari foundat consider request requir entertain,"It is well settled, however, that the lack of a proper adversary foundation for consideration of this request requires that we not entertain it. See Fountain v. Filson, 336 U.S. 681, 682-683, 69 S.Ct. 754, 93 L.Ed. 971 (1949); 6 J. Moore, Federal Practice ¶ 56.12 at 2243-46 (2d ed. 1974).",True,True
67817,06bb7d65-2d76-4d15-a58b-ecfc584fd033,"HAUGHTON ELEVATOR CO. v. LEWIS, 572 F.2d 447 (4th Cir. 1978)",1978-02-17,1131,order defeat claim benefit result alleg perman total disabl burden employ prove exist suitabl job present avail claimant commun live,"It is by now well-established that, in order to defeat a claim for benefits as a result of an alleged permanent total disability, the burden is on the employer to prove the existence of a suitable job presently available to the claimant in the community in which he lives. American Stevedores, Inc. v. Salzano,538 F.2d 933 (2 Cir. 1976); Perini Corp. v. Heyde,306 F. Supp. 1321(D.R.I. 1969).",True,True
64069,9e55dcc2-0bda-4a45-bf74-7893629c5e37,"U.S. v. KLUBOCK, 832 F.2d 664 (1st Cir. 1987)",1987-10-30,1132,wit subpoena testifi grand juri entitl quash subpoena advanc ground privileg must appear testifi invok privileg respons particular question,"It is well-settled law that a witness who is subpoenaed to testify before a grand jury is not entitled to the quashing of the subpoena in advance on the grounds of privilege, but must appear, testify, and invoke the privilege in response to particular questions. In re Certain Complaints UnderInvestigation,783 F.2d 1488, 1518 (11th Cir. 1986) (Campbell, C.J., sitting by designation) (collecting cases).",True,True
63893,e74c8352-f775-4ffb-bc2e-33a902b73132,"TITTLE v. ENRON CORP., 463 F.3d 410 (5th Cir. 2006)",2006-09-01,1134,merits-bas determin place arbitr analysi,"It is well established that such a merits-based determination has no place in an arbitrability analysis. See ATTTechs., 475 U.S. at 649, 106 S.Ct. 1415 (""""[I]n deciding whether the parties have agreed to submit a particular grievance to arbitration, a court is not to rule on the potential merits of the underlying claims.""""); Primerica,304 F.3d at 471-72 (""""When conducting this two-pronged [arbitrability] analysis, courts must not consider the merits of the underlying action."""") (citing Snap-On Tools Corp. v.Mason, 18 F.3d 1261, 1267 (5th Cir. 1994)); seealso 1 JAY E. GRENIG, ALTERNATIVE DISPUTE RESOLUTION § 6:46 (3d ed. 2005) (""""It is not the function of the court to determine whether the claim with respect to which arbitration is sought is valid or otherwise to rule on the merits of the dispute."""").",True,True
59212,47861971-848f-46b0-b0c4-ab7d97417c19,"APPALACHIAN ELECTRIC POWER CO. v. SMITH, 67 F.2d 451 (4th Cir. 1933)",1933-10-03,1136,equiti proper case restrain offici govern act constitut invas individu right act author statut statut author void conflict provis constitut,"It is well settled, of course, that equity will in a proper case restrain officials of the government from acts constituting an invasion of individual rights where such acts are not authorized by statute or where the statute authorizing them is void because in conflict with some provision of the Constitution.",True,True
69505,e183e78c-5b08-4aab-bf97-12f95972a551,"RICHARDS v. WHITE, 957 F.2d 471 (7th Cir. 1992)",1992-03-11,1137,prison right free exercis religion must give way regul reason relat legitim penolog object,"It is well established, however, that a prisoner''s right to free exercise of his religion must give way to regulations that are """"reasonably related to legitimate penological objectives."""" Id., quoting O''Lone v.Estate of Shabazz,482 U.S. 342, 353, 107 S.Ct. 2400, 2407,96 L.Ed.2d 282.",True,True
53068,3bf0e29e-3f3b-4fd6-a884-40865d9fed19,"UNITED STATES v. NELSON, 165 F.3d 1180 (8th Cir. 1999)",1999-01-05,1139,mere sale agreement without establish conspiraci,It is well established that a mere sales agreement without more does not establish a conspiracy.,True,True
59980,647f346f-0c23-4134-b6de-8baf852b1a7e,"NATIONAL LABOR RELATIONS BOARD v. VEGAS VIC, 546 F.2d 828 (9th Cir. 1976)",1976-11-23,1140,must substanti evid record whole support board find trial examin respons evalu credibl wit weight given testimoni,"It is well settled that there must be substantial evidence on the record as a whole to support the Board''s findings and that the trial examiner has the responsibility of evaluating the credibility of the witnesses and the weight to be given their testimony. Universal Camera Corp. v. NLRB,340 U.S. 474, 488, 71 S.Ct. 456, 95 L.Ed. 456 (1951); NLRB v. Tri-State Stores,Inc.,477 F.2d 204, 206 (9th Cir. 1972), cert. denied,414 U.S. 1130, 94 S.Ct. 868, 38 L.Ed.2d 754 (1974).",True,True
62635,7c943df0-d630-4571-a811-09e5138d9436,"YARRIS v. COUNTY OF DELAWARE, 465 F.3d 129 (3rd Cir. 2006)",2006-10-02,1141,prosecutor entitl absolut immun claim base failur disclos exculpatori evid long function prosecutori capac,"It is well settled that prosecutors are entitled to absolute immunity from claims based on their failure to disclose exculpatory evidence, so long as they did so while functioning in their prosecutorial capacity.",True,True
58833,4b0dfff1-3e64-42fd-b1a7-e9b05203a8d0,"SPICER v. ROXBURY CORRECTIONAL INSTITUTE, 194 F.3d 547 (4th Cir. 1999)",1999-10-18,1143,prosecutor duti defend extend far,"It is well established, however, that a prosecutor''s duty to the defendant does not extend so far.",True,True
65456,42f5945b-7835-4e9e-a848-f04a4216209c,"FARM LABOR ORGANIZING COMM. v. OHIO ST. HWY., 308 F.3d 523 (6th Cir. 2002)",2002-10-17,1144,issu rais parti brief appeal may deem waiv,"It is well established that an issue not raised in a party''s briefs on appeal may be deemed waived. See Ahlers,188 F.3d at 374.",True,True
64898,e575a25e-6166-4691-bdb7-1d92d97ce545,"NATIONAL LABOR RELATIONS BD. v. REMINGTON RAND, 130 F.2d 919 (2nd Cir. 1942)",1942-09-29,1145,ordinari intercours absenc condit circumst custom trade risk loss commun one select mean commun,"It is well settled that, in ordinary intercourse, in the absence of conditioning circumstances, such as a custom of the trade, the risk of loss in communication is on the one who selects the means of communication.",True,True
63653,14ccd3f2-72db-41c5-8af8-ea0dc580cee9,"UNITED STATES v. BEAN, 443 F.2d 17 (5th Cir. 1971)",1971-05-26,1146,mere passag counterfeit bill suffici show requisit illicit knowledg,It is well established in this circuit that the mere passage of a counterfeit bill is not sufficient to show the requisite illicit knowledge.,True,True
64786,c8da59a5-a690-4cd4-ba3c-1d10cbcc182d,"U.S. v. HERNANDEZ, 242 F.3d 110 (2nd Cir. 2001)",2001-03-08,1147,know voluntari waiver right appeal gener enforc,"It is by now well established that a knowing and voluntary waiver of the right to appeal is generally enforceable. See, e.g., United States v.Garcia,166 F.3d 519, 521 (2d Cir. 1999) (per curiam); UnitedStates v. Yemitan,70 F.3d 746, 747 (2d Cir. 1995).",True,True
53866,48283f54-ed1f-4c10-aaad-383ce760715c,"GRABOVAC v. ALLSTATE INS. CO., 426 F.3d 951 (8th Cir. 2005)",2005-10-14,1148,employ discrimin law vest feder court author sit super-personnel depart review wisdom fair busi judgment made employ except extent judgment involv intent discrimin,"It is well-established """"that the employment discrimination laws have not vested in the federal courts the authority to sit as super-personnel departments reviewing the wisdom or fairness of the business judgments made by employers, except to the extent those judgments involve intentional discrimination.""""Hutson v. McDonnell Douglas Corp.,63 F.3d 771, 781 (8th Cir. 1995).",True,True
62246,0bfb28d6-42ca-4f02-a042-16fcace7f381,"CUNNINGHAM v. HEALTHCO, INC., 824 F.2d 1448 (5th Cir. 1987)",1987-08-21,1149,two person may fulli agre upon term contract know matter agre expect negoti,"It is well settled in Texas law that """"[t]wo persons may fully agree upon the terms of a contract, knowing that there are other matters on which they have not agreed and on which they expect further negotiation.",True,True
